Country,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population,Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Production),Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Consumption),Cropland,Grazing land,Forest land,Fishing ground,Built up land,Total biocapacity ,Ecological (Deficit) or Reserve,Number of Earths required,Number of Countries required,Year,Other renewables,Biofuels consumption,Solar consumption,Wind consumption,Hydro consumption,Nuclear consumption,Gas consumption,Coal consumption,Oil consumption,CO2 emissions,Urbanization
Panama,64.0,76,0.81,30906.8,Central America/Caribbean,UM, 4.4 ,0.3,0.4,0.1,0.8,0.6,0.1,2.3,0.6,0.4,0.2,0.8,0.4,0.1,2.3,0.3,0.4,1.3,0.5,0.1,2.6,0.3 ,1.5,0.9,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11355507,0.69
Papua New Guinea,53.6,65,0.56,3682.07,Asia-Pacific,LM, 9.3 ,0.2,0.0,0.5,0.2,0.5,0.2,1.6,0.2,0.0,0.3,0.2,0.2,0.2,1.2,0.2,0.0,2.0,0.5,0.2,2.9,1.7 ,0.8,0.4,2022,0,0,0,0,0,0,0,0,0,8200596,0.14
Paraguay,67.4,70,0.72,12359.1,South America,LM, 7.3 ,1.9,1.9,0.8,0.4,0.0,0.1,5.2,0.7,0.8,0.9,0.7,0.0,0.1,3.2,1.9,2.3,5.3,0.1,0.1,9.6,6.5 ,2.1,0.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8107423,0.63
Peru,71.9,72,0.76,12877.9,South America,UM, 33.7 ,0.5,0.5,0.1,0.5,0.5,0.1,2.1,0.6,0.5,0.1,0.5,0.4,0.1,2.2,0.5,0.5,2.4,0.2,0.1,3.5,1.3 ,1.5,0.6,2022,1.534366,4.5963345,2.3703094,5.0366435,77.546104,0,98.25809,8.424297,140.1973,54792984,0.79
Philippines,66.6,69,0.70,8767.67,Asia-Pacific,LM, 112.5 ,0.2,0.0,0.1,0.4,0.2,0.1,0.9,0.3,0.0,0.1,0.5,0.2,0.1,1.2,0.2,0.0,0.1,0.1,0.1,0.4,(0.8),0.8,2.9,2022,30.300526,6.3182282,4.766792,2.7446687,26.405092,0,30.803785,221.84573,247.80963,144897800,0.48
Poland,80.5,76,0.88,35703.1,EU-27,HI, 37.7 ,1.0,0.1,0.7,2.6,0.0,0.1,4.5,1.0,0.0,0.8,2.6,0.1,0.1,4.6,1.0,0.1,0.7,0.1,0.1,2.0,(2.6),3.1,2.3,2022,24.360298,13.038828,21.664429,51.56792,5.1313286,0,186.04639,495.63303,389.426,315042270,0.6
Portugal,79.2,81,0.87,34949.8,EU-27,HI, 10.1 ,0.3,0.2,0.8,1.2,0.2,0.1,2.9,0.8,0.4,0.4,1.6,0.4,0.1,3.7,0.3,0.2,0.8,0.1,0.1,1.5,(2.2),2.5,2.5,2022,13.617387,3.2730813,9.174507,34.528893,17.071518,0,55.888794,0.08141,129.03947,40687052,0.67
Qatar,66.8,79,0.86,96604.6,Middle East/Central Asia,HI, 3.0 ,0.0,0.0,0.0,13.2,0.1,0.1,13.4,0.7,0.3,0.2,11.6,0.2,0.1,13.1,0.0,0.0,0.0,0.9,0.1,1.0,(12.1),8.7,12.6,2022,0.42899388,0,0.70733553,0,0,0,403.33508,0.11497805,162.08185,106151890,0.99
Republic of Moldova,73.9,69,0.77,14320.2,Other Europe,LM, 4.0 ,,,,,,,2.0,,,,,,,1.5,,,,,,1.0,(0.5),1.0,1.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Republic of North Macedonia,72.3,75,0.77,16895.8,Other Europe,UM, 2.1 ,0.5,0.2,0.2,1.2,0.0,0.0,2.1,0.7,0.3,0.3,1.5,0.0,0.0,2.8,0.5,0.3,0.7,0.0,0.0,1.6,(1.3),1.9,1.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Réunion,,,,,Africa,, 0.9 ,,,,,,,1.8,,,,,,,3.5,,,,,,0.1,(3.4),2.3,28.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Romania,77.7,73,0.82,31366.8,EU-27,UM, 19.0 ,0.9,0.1,0.5,1.3,0.0,0.1,2.9,0.6,0.1,0.5,1.4,0.0,0.1,2.7,0.9,0.2,1.1,0.1,0.1,2.5,(0.3),1.8,1.1,2022,2.0653815,4.899902,5.1840763,18.24212,36.43895,27.742414,97.11343,42.03632,126.40659,72992770,0.54
Russia,74.1,69,0.82,25706.2,Other Europe,UM, 145.8 ,1.9,0.0,1.0,3.8,0.3,0.0,7.1,1.2,0.1,0.7,3.6,0.2,0.0,5.8,1.9,0.3,4.2,1.2,0.0,7.7,1.9 ,3.8,0.8,2022,2.377581,3.837444,6.253577,10.9527025,515.3433,559.64996,4484.05,1067.0929,1982.6267,1802190000,0.75
Rwanda,59.4,66,0.53,2404.69,Africa,LI, 13.6 ,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.2,0.0,0.2,0.1,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.2,(0.3),0.4,2.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1540754,0.18
Saint Lucia,,71,0.72,14140.1,Central America/Caribbean,UM, 0.2 ,0.1,0.0,0.0,0.6,0.1,0.0,0.9,0.5,0.1,0.1,0.9,0.2,0.0,1.7,0.1,0.0,0.1,0.1,0.0,0.4,(1.3),1.1,4.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,490229,0.19
Saint Vincent and Grenadines,,70,0.75,13280.4,Central America/Caribbean,UM, 0.1 ,,,,,,,0.9,,,,,,,1.8,,,,,,1.2,(0.7),1.2,1.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Samoa,0.0,73,0.71,5083.66,Asia-Pacific,LM, 0.2 ,,,,,,,1.6,,,,,,,2.5,,,,,,1.7,(0.8),1.6,1.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,251365,0.18
Sao Tome and Principe,59.4,68,0.62,4009.68,Africa,LM, 0.2 ,,,,,,,1.0,,,,,,,1.1,,,,,,0.7,(0.4),0.7,1.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159855,0.76
Saudi Arabia,66.6,77,0.88,47422.7,Middle East/Central Asia,HI, 35.8 ,0.4,0.1,0.0,5.0,0.0,0.0,5.5,0.8,0.2,0.2,4.5,0.1,0.0,5.7,0.4,0.1,0.0,0.1,0.0,0.7,(5.0),3.8,8.2,2022,0,0,2.1674714,3.7803454,0,0,1167.4989,1.2508405,1976.0636,723331400,0.85
Senegal,58.7,67,0.51,3505.27,Africa,LM, 17.7 ,0.3,0.1,0.2,0.2,0.4,0.0,1.2,0.5,0.2,0.2,0.2,0.1,0.0,1.2,0.3,0.1,0.3,0.1,0.0,1.0,(0.2),0.8,1.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12274718,0.49
Serbia,75.9,73,0.80,20473.7,Other Europe,UM, 8.7 ,1.3,0.0,0.5,2.2,0.0,0.1,4.2,1.0,0.1,0.6,2.0,0.0,0.1,3.8,1.3,0.0,0.6,0.0,0.1,2.1,(1.8),2.5,1.9,2022,0,0,0,0,0,0,0,0,0,43516788,0.57
Sierra Leone,53.0,60,0.48,1676.67,Africa,LI, 8.3 ,0.4,0.1,0.3,0.0,0.1,0.0,0.9,0.5,0.1,0.3,0.1,0.1,0.0,1.0,0.4,0.2,0.1,0.2,0.0,0.9,(0.1),0.7,1.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1277560,0.44
Singapore,71.7,83,0.94,112699,Asia-Pacific,HI, 5.9 ,0.0,0.0,0.0,2.9,0.0,0.1,3.0,0.6,0.3,0.0,4.4,0.4,0.1,5.7,0.0,0.0,0.0,0.0,0.1,0.1,(5.6),3.8,55.1,2022,3.0942209,0,1.7395859,0,0,0,130.59363,4.822961,741.596,47872730,1
Slovakia,78.7,75,0.85,33078.6,EU-27,HI, 5.5 ,0.9,0.1,0.9,2.1,0.0,0.1,4.1,0.8,0.2,0.6,2.4,0.0,0.1,4.2,0.9,0.1,1.5,0.0,0.1,2.7,(1.5),2.8,1.6,2022,4.7563844,1.9585556,1.6946378,0.010428527,9.589042,39.828594,44.09871,27.929153,50.027363,31550242,0.54
Slovenia,,81,0.92,41569.6,EU-27,HI, 2.1 ,0.4,0.2,1.1,2.0,0.0,0.1,3.7,0.7,0.2,1.3,2.4,0.1,0.1,4.8,0.4,0.2,1.9,0.0,0.1,2.5,(2.3),3.2,1.9,2022,0.8692725,0.91324997,1.6831322,0.0149415,8.208582,14.023837,7.9449115,8.716149,28.227676,12701291,0.56
Solomon Islands,0.0,70,0.56,2042.9,Asia-Pacific,LI, 0.7 ,,,,,,,5.8,,,,,,,1.7,,,,,,3.3,1.7 ,1.1,0.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,296385,0.26
Somalia,45.6,55, ,1132.26,Africa,LI, 16.8 ,0.1,0.3,0.4,0.0,0.0,0.0,0.8,0.2,0.3,0.4,0.0,0.0,0.0,0.9,0.1,0.3,0.1,0.2,0.0,0.7,(0.2),0.6,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,560329,0.47
South Africa,63.7,62,0.71,13157,Africa,UM, 60.8 ,0.5,0.1,0.3,2.3,0.1,0.1,3.4,0.6,0.1,0.2,2.2,0.1,0.1,3.2,0.5,0.5,0.0,0.2,0.1,1.3,(1.9),2.1,2.5,2022,1.3078461,0.69290274,16.164234,25.289207,8.082117,25.268139,42.7015,938.5394,295.21988,405311740,0.68
South Sudan,39.0,55,0.39,794.443,Africa,LM, 11.6 ,0.3,1.1,0.2,0.1,0.0,0.0,1.6,0.3,1.1,0.2,0.1,0.0,0.0,1.7,0.3,1.1,0.4,0.0,0.0,1.8,0.1 ,1.1,0.9,2022,0,0,0,0,0,0,0,0,0,1588152,0.21
Spain,79.9,83,0.91,39753,EU-27,HI, 46.7 ,1.1,0.1,0.2,1.6,0.5,0.1,3.6,1.2,0.2,0.2,1.8,0.5,0.1,3.9,1.1,0.1,0.4,0.1,0.1,1.7,(2.2),2.6,2.3,2022,21.55222,21.762802,93.134674,163.68634,45.859497,146.58022,329.74158,43.426697,725.28674,234657020,0.81
Sudan,49.6,65,0.51,3804.17,Africa,LM, 46.0 ,0.4,0.5,0.1,0.1,0.0,0.0,1.2,0.3,0.5,0.1,0.2,0.0,0.0,1.1,0.4,0.5,0.2,0.0,0.0,1.1,(0.0),0.8,1.0,2022,0,0,0,0,0,0,0,0,0,20240120,0.36
Suriname,71.6,70,0.73,14817.7,South America,UM, 0.6 ,0.3,0.0,1.3,1.2,0.1,0.1,2.9,0.3,0.0,0.9,1.7,0.1,0.1,3.1,0.3,0.0,67.9,6.5,0.1,74.8,71.7 ,2.1,0.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2639782,0.66
Sweden,85.2,83,0.95,53896.5,EU-27,HI, 10.2 ,0.7,0.1,4.8,1.1,0.0,0.2,7.0,1.0,0.3,1.3,2.1,0.1,0.2,4.9,0.7,0.1,5.5,2.0,0.2,8.5,3.6 ,3.3,0.6,2022,41.83384,17.426626,5.117805,86.19179,181.99886,129.95445,7.99775,18.44726,132.72533,37474410,0.88
Switzerland,80.8,84,0.96,,Other Europe,HI, 8.8 ,0.2,0.1,0.3,1.3,0.0,0.2,2.1,0.6,0.2,0.3,2.4,0.0,0.2,3.7,0.2,0.1,0.6,0.0,0.2,1.1,(2.6),2.5,3.3,2022,6.419523,1.8194292,10.058326,0.39107028,77.08028,57.82401,29.644444,1.0694444,105.80311,32818890,0.74
Syrian Arab Republic,57.4,72,0.58,,Middle East/Central Asia,LM, 19.4 ,0.4,0.1,0.0,0.4,0.0,0.0,0.9,0.4,0.1,0.0,0.5,0.0,0.0,1.0,0.4,0.1,0.0,0.0,0.0,0.6,(0.4),0.7,1.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tajikistan,69.7,72,0.69,3965.55,Middle East/Central Asia,LI, 10.0 ,0.2,0.1,0.1,0.4,0.0,0.1,0.9,0.3,0.1,0.2,0.3,0.0,0.1,1.1,0.2,0.1,0.0,0.0,0.1,0.4,(0.6),0.7,2.4,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8965943,0.28
"Tanzania, United Republic of",57.4,66,0.55,2876.39,Africa,LI, 63.3 ,0.3,0.2,0.2,0.1,0.1,0.0,1.0,0.3,0.2,0.2,0.1,0.1,0.0,0.9,0.3,0.2,0.1,0.0,0.0,0.8,(0.1),0.6,1.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Thailand,,79,0.80,18035.7,Asia-Pacific,UM, 70.1 ,0.6,0.0,0.2,1.2,0.1,0.1,2.3,0.5,0.0,0.2,1.4,0.2,0.1,2.3,0.6,0.0,0.2,0.2,0.1,1.1,(1.2),1.6,2.1,2022,44.249596,21.13764,13.103459,7.790118,17.204016,0,443.1806,197.67899,643.54895,272573380,0.53
Timor-Leste,0.0,68,0.61,2860.04,Asia-Pacific,LM, 1.4 ,0.2,0.1,0.0,0.1,0.0,0.0,0.4,0.3,0.1,0.0,0.1,0.1,0.0,0.6,0.2,0.1,0.5,0.8,0.0,1.6,1.0 ,0.4,0.4,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Togo,,62,0.54,2226.17,Africa,LI, 8.7 ,0.3,0.1,0.2,0.1,0.0,0.0,0.7,0.3,0.1,0.2,0.2,0.1,0.0,0.9,0.3,0.1,0.1,0.0,0.0,0.6,(0.3),0.6,1.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2682336,0.44
Tonga,0.0,71,0.75,5809.77,Asia-Pacific,LM, 0.1 ,,,,,,,1.6,,,,,,,3.1,,,,,,1.3,(1.8),2.0,2.5,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195089,0.23
Trinidad and Tobago,60.4,73,0.81,25595.8,Central America/Caribbean,HI, 1.4 ,0.0,0.0,0.1,5.7,0.1,0.0,5.9,0.4,0.2,0.2,4.5,0.1,0.0,5.4,0.0,0.0,0.1,1.2,0.0,1.4,(4.0),3.6,3.9,2022,0,0,0.016237222,7.03928E-05,0,0,154.70047,0,18.339703,36305908,0.53
Tunisia,70.7,74,0.73,10534.7,Africa,UM, 12.0 ,0.4,0.1,0.1,0.8,0.1,0.0,1.4,0.1,0.1,0.2,0.9,0.1,0.0,1.4,0.4,0.1,0.0,0.2,0.0,0.7,(0.6),0.9,1.9,2022,0,0,0,0,0,0,0,0,0,31947590,0.7
Turkey,70.4,76,0.84,32108.8,Middle East/Central Asia,UM, 85.6 ,0.8,0.1,0.2,1.8,0.0,0.0,2.9,0.9,0.1,0.3,1.9,0.0,0.0,3.4,0.8,0.1,0.5,0.0,0.0,1.5,(1.9),2.2,2.3,2022,53.636185,1.5650191,44.02817,91.10749,174.16312,0,512.46356,488.70154,606.453,437305340,0.77
Turkmenistan,66.1,69,0.75,16150.9,Middle East/Central Asia,LM, 6.2 ,0.4,0.5,0.0,3.0,0.0,0.0,3.9,0.4,0.5,0.0,2.9,0.0,0.0,3.9,0.4,1.6,0.0,0.1,0.0,2.2,(1.7),2.6,1.8,2022,0,0,0.018145666,0,0.008212472,0,375.36435,0,77.41823,64154412,0.53
Uganda,54.9,63,0.53,,Africa,LI, 48.4 ,0.3,0.1,0.4,0.0,0.1,0.0,1.0,0.3,0.1,0.4,0.1,0.1,0.0,1.0,0.3,0.1,0.0,0.0,0.0,0.5,(0.5),0.6,2.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5637932,0.26
Ukraine,75.7,70,0.77,,Other Europe,LM, 43.2 ,,,,,,,3.6,,,,,,,2.0,,,,,,3.1,1.1 ,1.3,0.7,2022,2.4774697,0.5531586,13.556762,4.0467944,28.926935,155.28139,182.65732,151.26965,107.29503,141126370,0.7
United Arab Emirates,68.8,79,0.91,67025.8,Middle East/Central Asia,HI, 10.1 ,0.0,0.0,0.0,7.0,0.1,0.0,7.1,0.8,0.6,0.6,6.5,0.3,0.0,8.7,0.0,0.0,0.1,0.5,0.0,0.5,(8.2),5.8,16.0,2022,0.040851943,0,20.187973,0.000117321,0,50.297695,661.47626,27.89314,595.79803,225977250,0.88
United Kingdom,80.6,81,0.93,47365.5,Other Europe,HI, 68.5 ,0.4,0.1,0.1,1.7,0.1,0.1,2.4,0.7,0.2,0.4,2.1,0.1,0.1,3.6,0.4,0.1,0.2,0.3,0.1,1.0,(2.5),2.4,3.5,2022,114.38083,23.016083,34.63031,209.24133,14.704501,119.393456,708.97003,58.387135,736.12146,313834780,0.84
United States of America,74.6,76,0.92,65117.5,North America,HI, 334.8 ,1.7,0.2,0.8,4.6,0.1,0.1,7.5,1.3,0.3,0.8,4.8,0.1,0.1,7.5,1.7,0.2,1.4,0.3,0.1,3.7,(3.7),4.9,2.0,2022,216.58054,437.59344,540.0693,1143.7089,655.10394,2031.8195,8795.866,2752.9753,9930.587,5078871000,0.83
Uruguay,,75,0.81,22836.6,South America,UM, 3.5 ,1.1,4.2,3.4,0.7,0.2,0.1,9.6,0.3,0.6,0.4,0.7,0.0,0.1,2.2,1.1,4.9,1.3,2.2,0.1,9.6,7.4 ,1.4,0.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7819847,0.96
Uzbekistan,69.9,71,0.73,,Middle East/Central Asia,LM, 34.4 ,0.4,0.2,0.0,1.2,0.0,0.1,1.8,0.5,0.2,0.1,1.2,0.0,0.1,2.1,0.4,0.2,0.1,0.0,0.1,0.7,(1.4),1.4,2.9,2022,0,0,0.47976747,0,13.8517065,0,483.3084,29.677433,61.494442,125038820,0.5
Vanuatu,0.0,70,0.61,2441.54,Asia-Pacific,LM, 0.3 ,,,,,,,4.5,,,,,,,1.8,,,,,,1.8,0.0 ,1.2,1.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,221351,0.26
"Venezuela, Bolivarian Republic of",60.3,71,0.69,,South America,UM, 29.3 ,0.2,0.6,0.1,1.1,0.1,0.0,2.1,0.3,0.6,0.1,0.9,0.1,0.0,2.1,0.2,0.6,1.8,0.3,0.0,2.9,0.8 ,1.4,0.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Viet Nam,72.8,74,0.70,11032.4,Asia-Pacific,LM, 99.0 ,0.4,0.0,0.3,1.3,0.1,0.1,2.2,0.5,0.0,0.4,1.3,0.1,0.1,2.4,0.4,0.0,0.2,0.1,0.1,0.8,(1.6),1.6,3.1,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Yemen,52.1,64,0.46,1779.53,Middle East/Central Asia,LM, 31.2 ,0.1,0.1,0.0,0.1,0.1,0.0,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.6,0.1,0.1,0.0,0.1,0.0,0.3,(0.3),0.4,1.8,2022,0,0,0,0,0,0,0,0,0,10296142,0.39
Zambia,,,,,Africa,LM, 19.5 ,0.3,0.1,0.5,0.2,0.0,0.1,1.2,0.3,0.1,0.5,0.2,0.0,0.1,1.2,0.3,0.7,0.6,0.0,0.1,1.7,0.4 ,0.8,0.7,2022,0,0,0,0,0,0,0,0,0,7521782,0.46
Zimbabwe,,,,,Africa,LI, 15.3 ,0.2,0.3,0.2,0.2,0.0,0.0,0.9,0.3,0.3,0.3,0.3,0.0,0.0,1.1,0.2,0.3,0.1,0.0,0.0,0.6,(0.5),0.7,1.7,2022,0,0,0,0,0,0,0,0,0,10424940,0.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
